  47 para: '1011111110111111111110111111011111111111111110110111111111111110001101110110111001010111100011010010' (0.996) =  77
  48 host: '1011110011111011011111110111111101100001101111111111111111110111111101101111011111101110111111101101' (1.000) =  80
  48 para: '1101111111111111110110101111011111010011101111111101010111110110111101111111111111010110011001111011' (0.996) =  78
  49 host: '1011111111111001010111110111111111100011111111111111111011110111111100111110011111111110111111001001' (1.000) =  80
  49 para: '1111111000111111101111111111010111111111111111110111101111111110101101111110111001111111010111010010' (0.996) =  80
  50 host: '1011111111111011010111110111111101101111111011111111111111110101011111111100011111101110111111001001' (1.000) =  80
  50 para: '1111110101111101110111101101111111110011111111111011101111110011111101010111111101111111111001111001' (0.996) =  80
  51 host: '1111111111111001010111110111111111000011111111111111111001110111111101011110011111111110111111001101' (1.000) =  80
  51 para: '1011110101111101110111111101111111110010101111111011101111110011111111101111111101111111111001111001' (0.996) =  80
  52 host: '1011111111111001010111110111111111100011111111110111111111110111111100111110011111111110111111001001' (1.000) =  80
  52 para: '1111110101111101110111101101111111110011111111111011101111110011111101010111111101111111111001111001' (0.996) =  80
  53 host: '1011111111011011011111110111111101101111111011111111111111110111011100111100011111111111011111101001' (1.000) =  81
  53 para: '1111101110111111111111111011011111111111111110110111111111111110111111110110111001010111100011010010' (0.999) =  80
  54 host: '1011111111111101010111110111111111000011111111111111111001110111111101111110011111111110111111001101' (1.000) =  81
  54 para: '1111101110111111111111111011011111111111111110110111111111111110111111110110111001010111100011011010' (0.996) =  81
  55 host: '1011111111111101011111110111111111000011111111111111111001110111111101111110011111111110111111001101' (1.000) =  82
  55 para: '0111111011111111101111111111110111111111111111101111101111111110101001111110111001111111010111011010' (0.996) =  82
  56 host: '1011111111111101011111110111111111000011111110111111111001110111111101111110011111111110111111001101' (1.000) =  81
  56 para: '1111110101111101110111101101111110111011111111111011101111110110111101011111111101011111111001111111' (0.996) =  82
  57 host: '1011111111111011010111111111111101111111111011111111111111011111011101111100010011111110111111101101' (1.000) =  83
  57 para: '1111111011101111101111111111011111111111111111101111110111111110101101111110111001111111010111011010' (0.999) =  83
  58 host: '1011111111111011110111110111111111111111111011111111111101001111011101111101010011111110111111101111' (1.000) =  84
  58 para: '1111110101111101110111101101111110111001111111111011101111111110111101011111111111011111111001111111' (0.999) =  83
  59 host: '1011111111111011010111111111111101111111111011111111111111011111011111111101010011111111111111100111' (1.000) =  86
  59 para: '1111110101111101110111101101111110111001111111111011101111111110111001011111111111011111111101111111' (0.996) =  83
  60 host: '1011111111111011010111111111111101111111111011111111111111011111011101111100010011111110111111101101' (1.000) =  83
  60 para: '1111111011101111101111111111011111111111111111101111110111111110111111111110111001111111010111001010' (0.996) =  84
  61 host: '1011111111111011000111011111111101111111111011111111111111011111111101111111010111111110111111111101' (1.000) =  86
  61 para: '0111111011101111101111111111011111111111111111111111110110111110111111111110111001111111010111011010' (0.999) =  84
  62 host: '1011111111111111010111111111011101111111111111111111111111010111111101111101010011111101111111101101' (1.000) =  85
  62 para: '1111111011111111101111111111011111111011111111101111100111111111101101111110111101111111010111111010' (0.996) =  85
  63 host: '1111111111111011010111111111111101111111111011111111111111011111011111111101010011111111111111100111' (1.000) =  87
  63 para: '1111111011111111101111111111011111111011111111101111100111111111101101111110111101111111010111111010' (0.996) =  85
  64 host: '1011111111111111010111111111111101111111111111111111111111111111011101111101010011111101101111101111' (1.000) =  87
  64 para: '1101111011101111101111111111111111111110111111111111110111111110101101111110111001111111110111011110' (0.996) =  85
  65 host: '1011111111111011110111111111111101111110111011111111111111010111011111111101010011111111111111110111' (1.000) =  86
  65 para: '1111111111001111101111111111111111111110111111111111110111111110111101111110111001111111010111011110' (0.996) =  86
  66 host: '1011111111111011110111111111111101111111111011111111111111011111011111111101010011111111111111110111' (1.000) =  88
  66 para: '1111111111101111101111111111111111111110111111111111010111111110111101111110111001111111010111011111' (0.996) =  87
  67 host: '1011111111111011011111111111111101111111111111111101111111111111011101111101011011111101101111101111' (1.000) =  87
  67 para: '1111111111101111101111111111111111111110011111111111011111111110111101111110111001111111010111011111' (0.999) =  87
  68 host: '1111010111111011110111111111111101111101111011111111111111011111011111111111010011111111111111110111' (1.000) =  87
  68 para: '0111111011111111111111111111111111110111111111101111111111111110111101111110111001111111111111010010' (0.996) =  87
  69 host: '1011110111111011110111111111111101111111111011111111101111111111011111111111110001111111111111110111' (1.000) =  88
  69 para: '1111111111001111101111111111111111111110111111111111110111111110111101111110111001111111010111011111' (0.996) =  87
  70 host: '1011110111111011110111111111111101111111111011111111111111010111011111111111110101111111111111110111' (1.000) =  88
  70 para: '1111111011111111111111111111111111110111111111101111111111111110111101011110111001111111111111010010' (0.996) =  87
  71 host: '1111111111111011010111111111111101111111111011111111111111011110011111111101011011110111111111110111' (1.000) =  87
  71 para: '1111011101111111110111101101111110111101111111111111111111111010111001011111111111111111111101111111' (0.999) =  87
  72 host: '1011110111111011110111111111111101111111111011111111101111111111011111111111110000111111111111111111' (1.000) =  88
  72 para: '1111111111001111101111111111111111111110111111111111110111111110111101111110111001111111010111011111' (0.996) =  87
  73 host: '1011111111111011110111111111011101111111111011111111111111011110011111111101111011110111111111111111' (1.000) =  88
  73 para: '1111111111101111111111111111111111111111101111101011111111111111111101111110111001111111110111110010' (0.999) =  88
  74 host: '1011110111111011100111111111111101111111111011111111101111111111011111111111110101111111111111110111' (1.000) =  88
  74 para: '1111111011001111111111111111111111111111101111101111111111111110111100111111111011111111111111110110' (0.996) =  89
  75 host: '1011111111111011110111111111011101111111111011111111111111011110011111111101111011110111111111111111' (1.000) =  88
  75 para: '1111111011101111111111111111111111111111101111101111111111111110111101111110111001011111111111110110' (0.996) =  88
  76 host: '1011110111111011010111111111111110111111111011111111011111111111011111111111111011111111111111110111' (1.000) =  89
  76 para: '1111111101111111110111101101101111111101111111111111111111111111111011011011111111110111111101111111' (0.996) =  89
  77 host: '1011110111111111100111111111111101111111111011111111101111111110011111111111110101111111111111110111' (1.000) =  88
  77 para: '1111111011110111111111111111111111110101111111101111111111111111111101011111101011111111111111110010' (0.996) =  88
  78 host: '1011100111111011010111111111111111111111111011111111111111111111011101111111111001111111111111110111' (1.000) =  88
  78 para: '1111111011111111111111111111111111110111111111111111111111111111110111011110100011111111101111010010' (0.996) =  87
  79 host: '1011110111111011010111111111111100111111111011111111111111111111011111111111111001111111111111110111' (1.000) =  88
  79 para: '1111111011111111110111101101101111111101111111111111111111111111111011011011110111110111111101111111' (0.996) =  88
  80 host: '1001110111111011010111111111111110111111111011111111111111111111011111111111111111111111101111110111' (1.000) =  89
  80 para: '1111111011111111110111101101101111111101111111111111111110111111111011011011111111110111111101111111' (0.996) =  88
  81 host: '1011110101111011110011111111111110111111111011111111111111111111011111111111111011111111111111110111' (1.000) =  89
  81 para: '1111111011111111110111100101101111111101111111111111111111111111111011011011110111110111111111111111' (0.999) =  88
  82 host: '1011110101111011110111111111111110111110111011111111111111111111011111111111111011111111111111111101' (1.000) =  89
  82 para: '1111111101111111110111111111101111111001111111111111111111111110111011011111111111110111101101111111' (0.999) =  89
  83 host: '1011110101111011010111111111111110111111111011111111111111111111011111111111111011111111111111111101' (1.000) =  89
  83 para: '1111111011111111110111111101101111111101111111111111111111111111111011011011110111110111111101111111' (0.999) =  89
  84 host: '1011110111011111010111111111111110111111101011111111111111111111111101111111111011101111111111111111' (1.000) =  89
  84 para: '1111111011111111110111101101111111111101111111111111111111111111111011011011110111110111111111101111' (0.996) =  89
  85 host: '1011110111111101010111111111111110111111111011111111111111111111011101111111111011111111111111111101' (1.000) =  89
  85 para: '1111111011110111111111111101101111111101111111111111111111111111110011011011110111110111111111111111' (0.999) =  89
  86 host: '1011110101111011011111111111011110111101111111111111111111111111011111111111111011111111111111111111' (1.000) =  90
  86 para: '1111111011111111110111111101101111111101111111111111111111111111111011011011110111110111111101111111' (0.999) =  89
  87 host: '1011110111011111010111111111111110111111111011111111111111111111110101111111111111111011111111111111' (1.000) =  90
  87 para: '1111111111111111111111101101111111110111111111111111111111111111111011011011101111100111111101111111' (0.996) =  90
  88 host: '1011111111011111011111111111111110111111111010110111111111111111111101111111111111101011111111111111' (1.000) =  90
  88 para: '1111111011110111111111111101101111111101111111111111111111111111110011111011110111110111111111111111' (0.996) =  90
  89 host: '1011111111111111000111111111111100111111111011111111111111111111011111111111111111101111101111111111' (1.000) =  90
  89 para: '1111111111101111111111101101111111110111111111111111111111111111111111011011101111110111111101111111' (0.960) =  91
  90 host: '1011110111111011011111111111011110111101111111111111111110111111111111111111111011111111111111111011' (1.000) =  90
  90 para: '1111111111111111111111101101111111110111111111111111111111111111111011011011101111100111111101111111' (0.996) =  90
  91 host: '1011110111011111011111111111111111111111111011111111111111111101111101111111111111101111111111111111' (1.000) =  92
  91 para: '1111111111111111111111101111111111111101111111111111111110111111011011011011101111111111111101111111' (0.996) =  91
  92 host: '1111111111011111011111111111111110111111111010110111111111111111111101111111111111101011111111111111' (1.000) =  91
  92 para: '1111111111111111111111101111111111111101111111111111111110111111011011011011101111111111111101111111' (0.996) =  91
  93 host: '1111111111011111011111111111111110111111111010110111111111111111111101111111111111101011111111111111' (1.000) =  91
  93 para: '1111111111111111111111101101111111110111111111111111101111111111111111011011101111110111111101111111' (0.996) =  91
  94 host: '1011111111101111110111111111111101111111111011111111111111111111011111101110111111111111111111101111' (1.000) =  91
  94 para: '1111111110111111011111111111111111111101111111111111111110111111011011011011101111111111111111111111' (0.996) =  91
  95 host: '1111111111011111011111111111111110111111111010110111111111111111111101111111111111101011111111111111' (1.000) =  91
  95 para: '1110111111111111111111101111111111110111111111111111111111111111111011011111101111100111111110111111' (0.996) =  91
  96 host: '1111111111011111011111111111111110111111111010110111111111111111111101111111111111101011111111111111' (1.000) =  91
  96 para: '1111111111111101111111101111111111111111111111111111111110111111011011011011101111111111111101111111' (0.996) =  91
  97 host: '0111111111011111011111111111111110111111111111110111111111111111111101111111111111101011111111111111' (1.000) =  92
  97 para: '1111111111111101111111101111111111111111111111111111111110111111011011011011101111111111111101111111' (0.999) =  91
  98 host: '0111111111011111011111111111111110111111111111110111111111111111111111111111111111101011111111111011' (1.000) =  92
  98 para: '1110111110111111111111101111111111110111111111111111111111111111111011011111101111101111111110111111' (1.000) =  91
  99 host: '1111011111011111111111110111111110111111111111110111111111011111111101111111111111101111111111111111' (1.000) =  92
  99 para: '1111111111111111111111101111111101111101111111111111111110111111011011011011101111111111111111111111' (0.999) =  91
 100 host: '0111111111011111011111110111111111111111111111110111111111111111111111111111110111001111111111111111' (1.000) =  92
 100 para: '1111111111111111111111101111101101111101111111111111111110111111011111111011101111111111111111111111' (0.999) =  92
 101 host: '0111101111111111011111110111111110111111111111111111111111111111111111111111111111101111111111110111' (1.000) =  93
 101 para: '1011111111111111011111101111111111111111111111111111111111111111011011011011101111111111111111111111' (0.999) =  92
 102 host: '0111101111011111011111111111111110111111111111110111111111111111111011111111111111101111111111111111' (1.000) =  92
 102 para: '1111111111111111111111111111111101111101111111111111111110111111011011011011101111111111111111111111' (0.996) =  92
 103 host: '0111101111111111011111110111111110111111111111111111111111111111111111111111111111101111111111110111' (1.000) =  93
 103 para: '1111111111111111111111111111111101111101111111111111111111111110011011011011101111111111111111111111' (0.996) =  92
 104 host: '1111101111111111011111110101111110111111111111110111111111111111111111111111111111101111111111111111' (1.000) =  93
 104 para: '1111111111111111111111101111101101111101111111111111111110111111011111111111111111111111111111111101' (0.996) =  93
 105 host: '1111101111111111011111110111111110111111111111110111111111111111111111111101111111101111111111111111' (1.000) =  93
 105 para: '1111111111111111111111101111101101111101111111111111111110111111011111111111101111111111111111111101' (0.996) =  92
 106 host: '0111111111111111011111111111111111101111111111110111111111011111111101111111111111101011111111111111' (1.000) =  92
 106 para: '1111111111111111111111101111101101111101111111111111111110111111011111111111101111111111111111111101' (0.996) =  92
 107 host: '1111101111111111011011110111111110111111111111111011111111111111111111110111111111101111111111111111' (1.000) =  92
 107 para: '1111111111111111111111101111101111111101111111111111111111110111011111110111111111111111111111111101' (0.999) =  93
 108 host: '1111111111111111011111110111111110111111111111110111111111111111111111111111111111101111111111111011' (1.000) =  94
 108 para: '1111111111111111111111101111101101111111111111111111111110111111011111111111101111111111111111111111' (0.999) =  94
 109 host: '1111101111111111011111111111111111111111111111100111111111111111111111111111111101101111111111111111' (1.000) =  94
 109 para: '1111111111111111011111101111111111111111111111111111111111111111011010111011101111111111111111111111' (0.999) =  93
 110 host: '1111101111111111011111111111111111111111111111100111111111111111111111111111111101101111111111111111' (1.000) =  94
 110 para: '1111111111111111011111101111111111111111111111111111111111111111111011011011101111111111111111111111' (0.996) =  94
 111 host: '1111101111111111011111110111111110111111111111110111111111111111111111111111111111101111111111111111' (1.000) =  94
 111 para: '1111111111111111011111101111111111111111111111111111111111111111011011111011101111111111111111111111' (0.999) =  94
 112 host: '0111101111111111011111110111111111111111111111110111111111111111111111111111111111101111111111111111' (1.000) =  94
 112 para: '1111111111111111111111101111111111111111111111110111111111111111011010111111101111111111111111111111' (0.996) =  94
 113 host: '0111101111111111011111110111111111111111101111110111111111111111111111111111111111101111111111111111' (1.000) =  93
 113 para: '1111111111111111011111100111111111111111111111111111111111111111111011011011101111111111111111111111' (0.996) =  93
 114 host: '1111111111111111011111110111111110111111111111110111111011111111111111111111111111101111111111111111' (1.000) =  94
 114 para: '1111111111111111011111101111111111111111111111111111111111111111010011111011101111111111111111111111' (0.996) =  93
 115 host: '1111111111111111011111110111111110111111111111110101111111111111111111111111111111101111111111111111' (1.000) =  94
 115 para: '1111111111111111111111101111111111111111111111110111111101111111011010111111101111111111111111111111' (0.996) =  93
 116 host: '1111111111111111011111110111111110111111111111110111111011111111111111111111111111101111111111111111' (1.000) =  94
 116 para: '1111111111111111111111101111111111111111111111110111111101111111011010111111101111111111111111111111' (0.996) =  93
 117 host: '1111111111111111011111111111011110111111111111110101111111111111111111111111111111111111111111111111' (1.000) =  95
 117 para: '1111111111111111011111101111111111111111111111111111111111111111011011111011001111111111111111111111' (0.996) =  93
 118 host: '1111111111111111011111111111111110111111111111110111111011111111111111111111111111101111111111111111' (1.000) =  95
 118 para: '1111111111111111011111101111111111111111110111111111111111111111111011111011101111111111011111111111' (0.998) =  93
 119 host: '1111111111111111011101111111011110111111111111110101111111111111111111111111111111111111111111111111' (1.000) =  94
 119 para: '1111111111111111111110101111111011111111111111111111111111111111011011111101111111111111111111111111' (1.000) =  94
 120 host: '1111111111111111011111111111011110111111110111110101111111111111111111111111111111111111111111111111' (1.000) =  94
 120 para: '1111111111111111111110101111111011111111111011111111111111111111011011111101111111111111111111111111' (0.996) =  93
 121 host: '1111111111111111111111111111111110111111111111110111111011111111111111111111101011101111111111111111' (1.000) =  94
 121 para: '1111011111111101011111111111111111111111111111111111111111111111011011111011101111111111111111111111' (0.996) =  93
 122 host: '1111111111111111011101111111011110111111111111111101111111111011111111111111111111111111111111111111' (1.000) =  94
 122 para: '1111111111111111011111101111111111111111111111111111111111111111011011111011111111111111011111111111' (0.996) =  94
 123 host: '1111111111111111011111111111011110111111110111111101111111111111111111111111110111111111111111111111' (1.000) =  94
 123 para: '1111111111110111111111001111111111111101111111111111111111111111111111011011101111111111111111111111' (0.996) =  93
 124 host: '1111111111111111011111111111011110111111110111110101111111111111111111111111111111111111111111111111' (1.000) =  94
 124 para: '1111111111111111010111101111111111111111101111111111111111111111011111111011101111111111111111111111' (0.996) =  93
 125 host: '1111111111111111011101111111011111111111111111111101111111111011111111111111111011111111111111111110' (1.000) =  93
 125 para: '1111111111111111010111101111111111111111101111111111111111111111111111111011101111111111111111111111' (0.996) =  94
 126 host: '1111111110111111011111111111011110111111110111111101111111111111111111111111110111111111111111111111' (1.000) =  93
 126 para: '1111111111111111101101111111011111111111101111111111111111111111011111111011101111111111111111111111' (0.999) =  93
 127 host: '0111111111111111011011110111111110111111111111110111111011111111111111111111011111111111111111111111' (1.000) =  92
 127 para: '1111111101111111011111111011110111111111101111111111111111111111011111111111101111111111111111111111' (0.996) =  93
 128 host: '1110111111111111011111111111011110111111111111110101111111111111111111011111111111111111111111111111' (1.000) =  93
 128 para: '1111111101111111011111111011110111111111101111111111111111111111011111111111101111111111111111111111' (0.998) =  93
 129 host: '1111111111111111011111111111011110101111111111110101111111111111101111111111111111111111111111111111' (1.000) =  93
 129 para: '1111111111111111111111101111111111111111101111111101111111111111011111111011101101111111111111111111' (0.996) =  93
 130 host: '1111111111111111011111111111011110011111111111110111111111111111111101111111111111111111111111111111' (1.000) =  94
 130 para: '1111111111111111111111101111111111111111101111111111111101111111011111111011101101111111111110111111' (0.999) =  92
 131 host: '1111011111111111011111110111111110111111011111111111111111011111111111111111110111111111111111111111' (1.000) =  93
 131 para: '1111111101111111011111111011110111111111101111111111111111111111011111111111111111111111111111111111' (0.996) =  94
 132 host: '1111011111111111011111111111011110111111111111111111111111111111111111111111110111101111111111111111' (1.000) =  94
 132 para: '1111111101111111011111111011110111111111101111111111111111111111011111111111111111111111111111111111' (0.996) =  94
 133 host: '1111011111111111011111111111011110111111111111111111111111111110111111111111110111101111111111111111' (1.000) =  93
 133 para: '1111111101111111011111111111111111111111111111101101111111111111011111111011101111111111111111111111' (0.999) =  93
 134 host: '1111111111111111011111111111011110111111111111110111111111111111011101111111111111111111111101111111' (1.000) =  93
 134 para: '1111111101111111011111111011110111111111101111111111111111111111011111111111111111111111111111111111' (0.999) =  94
 135 host: '1111011111111111011111111111111110111111111111111111111111111111111111111111110111101111111111111111' (1.000) =  95
 135 para: '1111111101111111011111111011110111111111101111111111111111111111011111111111111111111111111111111111' (0.999) =  94
 136 host: '1111011101111111011111111111011111111111111111111111111111111101111111111111110111101111111111111111' (1.000) =  93
 136 para: '1111111101111111011111111011110111111111101111111111111111111111011111111111111111111111111111111111' (0.999) =  94
 137 host: '1111011111111111111111111101111110111111111111111111111111111111111111111111110111101111111111111111' (1.000) =  95
 137 para: '1111111111111111011111111011110111111111101111111111111111111111011111111111111111111110111111111111' (0.999) =  94
 138 host: '1111111111111111011111111111111111111111111111111111111011111101111111111111110111101111111111111101' (1.000) =  94
 138 para: '1111111101111111011111111011110111111111101111111111111111111111011111111111111111111111111111111111' (0.996) =  94
 139 host: '1111111111111111011111111111111111111111111111111111111011111101111111111111110111101111111111111101' (1.000) =  94
 139 para: '1111111101111111011111111011110111111111101111111111111111111111011111111111111111111111111111111111' (0.996) =  94
 140 host: '1111011111111111111111111101111110111111111111111111101111111111111111111111110111101111111111111111' (1.000) =  94
